experience_id,experience_name,link
517469,Lake Tekapo: Tekapo Shuttle: Mt Cook Day Tour via Pukaki & Tasman Lake,https://www.getyourguide.com/en-gb/lake-tekapo-l113317/day-trip-lake-tekapo-to-mt-cook-national-park-t517469/
306703,Queenstown: Milford Sound Small-Group Tour w Cruise & Lunch,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-milford-sound-small-group-tour-w-cruise-lunch-t306703/
414836,Russell: Paihia/Russell: Hole in the Rock Cruise with 2 Island Stops,https://www.getyourguide.com/en-gb/paihia-l931/from-paihia-hole-in-the-rock-cruise-with-island-stop-t414836/
140742,Official tour: Waitomo: Waitomo Caves Black Abyss Ultimate Caving Experience,https://www.getyourguide.com/en-gb/waitomo-l32442/black-abyss-the-legendary-black-water-tour-t140742/
163959,From Te Anau: Milford Sound Cruise and Coach Day Trip,https://www.getyourguide.com/en-gb/te-anau-l937/milford-sound-coach-nature-cruise-day-trip-from-te-anau-t163959/
947825,Wanaka: Scenic Helicopter Flight with Glacier Experience,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-scenic-helicopter-flight-with-glacier-experience-t947825/
490467,Official tour: Matamata: Guided Hobbiton Experience with Bus Transfers,https://www.getyourguide.com/en-gb/matamata-l90765/from-matamata-guided-hobbiton-experience-with-bus-transfers-t490467/
406377,Paihia: Cape Reinga and Ninety Mile Beach Trip with Lunch,https://www.getyourguide.com/en-gb/northland-l930/from-paihia-cape-reinga-and-ninety-mile-beach-with-lunch-t406377/
190895,Auckland: Scenic Island Wine Tour & Local Wine Tasting,https://www.getyourguide.com/en-gb/auckland-l822/waiheke-island-scenic-island-wine-tour-tasting-local-wines-t190895/
228313,Auckland: Hobbiton & Waitomo Caves Small-Group Tour & Lunch,https://www.getyourguide.com/en-gb/auckland-l822/auckland-hobbiton-waitomo-caves-small-group-tour-w-lunch-t228313/
977491,"Auckland: Rotorua Wai-O-Tapu, Te Puia with Haka",https://www.getyourguide.com/en-gb/auckland-l822/auckland-rotorua-wai-o-tapu-te-puia-with-haka-t977491/
476383,From Christchurch: Kaikōura Day Tour with Whale Watching,https://www.getyourguide.com/en-gb/christchurch-l945/from-christchurch-kaikoura-day-tour-with-whale-watching-t476383/
126227,From Manapouri: Doubtful Sound Wilderness Day Trip,https://www.getyourguide.com/en-gb/manapouri-l182538/from-manapouri-doubtful-sound-wilderness-day-trip-t126227/
401980,From Te Anau: Milford Sound Cruise & Glass-Roof Coach Tour,https://www.getyourguide.com/en-gb/te-anau-l937/from-te-anau-milford-sound-cruise-glass-roof-coach-tour-t401980/
196766,Taupo: Taupō: Huka Falls 30-Minute Jet Boat Experience,https://www.getyourguide.com/en-gb/taupo-l32328/taupo-huka-falls-30-minute-jet-boat-experience-t196766/
792178,Treble Cone: Tandem Paragliding Experience,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-tandem-paragliding-experience-t792178/
166619,"Rotorua: Rotoruas Ultimate Ziplines, 400m Tandem, Cliff Walk & Photos",https://www.getyourguide.com/en-gb/rotorua-l1398/rotoruas-ultimate-ziplines-400m-tandem-cliff-walk-photos-t166619/
101900,Kaiteriteri: Abel Tasman: Sea Shuttle Cruise and Walking Tour Combo,https://www.getyourguide.com/en-gb/nelson-new-zealand-l1758/abel-tasman-sea-shuttle-cruise-and-walking-tour-combo-t101900/
188550,Nature Cruise on a Modern Catamaran,https://www.getyourguide.com/en-gb/milford-sound-l4468/milford-sound-nature-cruise-on-premium-glass-roof-catamaran-t188550/
440435,Ruatapu: West Coast Tree Top Tower Zip Line and Walk,https://www.getyourguide.com/en-gb/hokitika-l143090/hokitika-west-coast-tree-top-walk-tower-zipline-combo-t440435/
25697,From Rotorua: Hobbiton Movie Set Tour with Festive Lunch,https://www.getyourguide.com/en-gb/rotorua-l1398/hobbiton-movie-set-tour-from-rotorua-t25697/
181103,Franz Josef Town: Franz Josef & Fox Glaciers Helicopter Flight & Snow Landing,https://www.getyourguide.com/en-gb/franz-josef-town-l45694/franz-josef-fox-glaciers-helicopter-flight-snow-landing-t181103/
105404,From Queenstown: Milford Sound Day Trip on Premium Coach,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-milford-sound-day-trip-on-premium-coach-t105404/
112144,Milford Sound: Small-Group Tour from Te Anau,https://www.getyourguide.com/en-gb/te-anau-l937/milford-sound-small-group-tour-from-te-anau-t112144/
325023,Franz Josef Town: Franz Josef: Glacier Helicopter Ride with Snow Landing,https://www.getyourguide.com/en-gb/franz-josef-town-l45694/franz-josef-glacier-helicopter-ride-with-snow-landing-t325023/
72718,Franz Josef Town: Franz Josef Off- Road Adventure Quad Bike Tour (Single Quad),https://www.getyourguide.com/en-gb/franz-josef-town-l45694/franz-josef-town-off-road-adventure-quad-bike-tour-t72718/
179834,Christchurch: Mount Cook & Lake Tekapo Day Tour from Christchurch,https://www.getyourguide.com/en-gb/christchurch-l945/mount-cook-lake-tekapo-day-tour-from-christchurch-t179834/
258382,Lake Tekapo: 50-Minute Mount Cook and Beyond Scenic Flight,https://www.getyourguide.com/en-gb/lake-tekapo-l113317/lake-tekapo-50-minute-mount-cook-and-beyond-scenic-flight-t258382/
179876,From Te Anau: Doubtful Sound Coach & Cruise,https://www.getyourguide.com/en-gb/te-anau-l937/from-te-anau-doubtful-sound-coach-cruise-t179876/
511087,Queenstown: Walter Peak Horse Trek & Queenstown Lake Cruise,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-walter-peak-horse-trek-queenstown-lake-cruise-t511087/
21028,"Russell: Paihia/Russell: Hole in the Rock, Dolphins & Island Cruise",https://www.getyourguide.com/en-gb/paihia-l931/paihiarussell-hole-in-the-rock-dolphins-island-cruise-t21028/
560507,Taupo District: Maori Rock Carvings Kayaking Tour,https://www.getyourguide.com/en-gb/taupo-l32328/taupo-maori-rock-carvings-kayaking-tour-t560507/
290690,Queenstown: Self-Guided Gibbston Valley Wineries Bike Tour,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-self-guided-gibbston-valley-wineries-bike-tour-t290690/
161883,"Queenstown: Wine & Food Tour, Scenic Tastings & Paired Lunch",https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-wine-food-tour-scenic-tastings-paired-lunch-t161883/
837919,Dunedin: Otago Peninsula Clearwater Wildlife Tour,https://www.getyourguide.com/en-gb/otago-peninsula-l111992/dunedin-otago-peninsula-clearwater-wildlife-tour-t837919/
386629,From Manapouri: Doubtful Sound Overnight Cruise,https://www.getyourguide.com/en-gb/manapouri-l182538/from-manapouri-doubtful-sound-overnight-cruise-t386629/
108139,Milford Sound: Premium Small Group Tour from Queenstown,https://www.getyourguide.com/en-gb/queenstown-l498/milford-sound-tour-cruise-and-bbq-lunch-ex-queenstown-t108139/
218379,Southland Region: Wild Kiwi Experiences,https://www.getyourguide.com/en-gb/stewart-island-l90690/stewart-island-wild-kiwi-experiences-t218379/
319388,Aoraki Mount Cook Village: Tandem Skydive Experience,https://www.getyourguide.com/en-gb/aoraki-mount-cook-village-l126608/mount-cook-tandem-skydive-experience-t319388/
1058439,From Queenstown: Cardrona First Timer Ski or Snowboard,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-cardrona-first-timer-ski-or-snowboard-t1058439/
199687,Wanaka: Tandem Skydive Experience,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-tandem-skydive-experience-t199687/
599209,Franz Josef Town: Franz Josef: 30-min Flight Franz Josef & Tasman Glaciers,https://www.getyourguide.com/en-gb/franz-josef-town-l45694/franz-josef-30-min-flight-franz-josef-tasman-glaciers-t599209/
249982,Queenstown: Milford Sound Flight and Cruise,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-milford-sound-fly-cruise-fly-t249982/
748949,Queenstown: Queenstown to Christchurch via Mt Cook One-Way Tour,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-to-christchurch-small-group-1way-tour-via-mt-cook-t748949/
495273,Wanaka: Wānaka And Hāwea: Trail Ride on Bike or E-Bike,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-and-hawea-bike-the-river-trails-back-to-wanaka-t495273/
100836,From Auckland: Hobbiton Movie Set Signature Guided Tour,https://www.getyourguide.com/en-gb/auckland-l822/from-auckland-hobbiton-movie-set-trip-with-guided-tour-t100836/
156261,Queenstown: Small Group Wine Tasting Tour with 18+ tastings,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-half-day-wine-tasting-tour-t156261/
27832,Queenstown: Glacier Explorer & Earnslaw Burn Helicopter Flight,https://www.getyourguide.com/en-gb/queenstown-l498/glacier-explorer-earnslaw-burn-helicopter-flight-t27832/
112192,From Queenstown: Dart River Canoe & Jet Boat Day Trip,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-dart-river-canoe-jet-boat-day-trip-t112192/
101903,Kaiteriteri: Abel Tasman National Full Park Scenic Cruise,https://www.getyourguide.com/en-gb/nelson-new-zealand-l1758/abel-tasman-national-full-park-scenic-cruise-t101903/
185366,Queenstown: Shotover River Whitewater Rafting Adventure,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-shotover-river-half-day-white-water-rafting-t185366/
593737,Rotorua: From Auckland or Rotorua: Hobbiton & Waitomo Tour with Lunch,https://www.getyourguide.com/en-gb/auckland-l822/start-akl-or-rotorua-hobbiton-waitomo-tour-with-lunch--t593737/
726545,Auckland: Magical Hobbiton: Small-Group Guided Tour from Auckland,https://www.getyourguide.com/en-gb/auckland-l822/magical-hobbiton-small-group-guided-tour-from-auckland-t726545/
1138018,Whitianga: 2-Hour Glass Bottom Boat Cathedral Cove Tour,https://www.getyourguide.com/en-gb/whitianga-l44925/whitianga-2-hour-glass-bottom-boat-tour-t1138018/
108157,Queenstown: Gourmet Food and Wine Tour with Lunch and Wine Tastings,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-7-hour-gourmet-scenic-wine-tour-t108157/
26499,"From Te Anau: Milford Sound Coach, Cruise, and Walks",https://www.getyourguide.com/en-gb/te-anau-l937/from-te-anau-milford-sound-coach-cruise-and-walks-t26499/
179873,Queenstown: Doubtful Sound Wilderness Day Trip,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-doubtful-sound-day-trip-cruise-t179873/
27835,Queenstown: Milford Sound Cruise & Helicopter Alpine Tour,https://www.getyourguide.com/en-gb/queenstown-l498/milford-sound-scenic-heli-flight-cruise-from-queenstown-t27835/
727247,Picton: Marlborough Half Day Wine Tour From Picton 1pm,https://www.getyourguide.com/en-gb/picton-l32311/marlborough-half-day-wine-tour-from-picton-1pm-t727247/
230487,Fox Glacier: Scenic Helicopter Flight with Snow Landing,https://www.getyourguide.com/en-gb/fox-glacier-l45011/fox-glacier-scenic-helicopter-flight-with-snow-landing-t230487/
180917,Blenheim: Marlborough: Full-Day Self-Guided Biking Wine Tour,https://www.getyourguide.com/en-gb/blenheim-l32273/marlborough-full-day-self-guided-biking-wine-tour-t180917/
304693,Christchurch: Arthur's Pass: TranzAlpine Train and Castle Hill Day Tour,https://www.getyourguide.com/en-gb/christchurch-l945/arthur-s-pass-tranzalpine-train-and-castle-hill-day-tour-t304693/
262027,Tongariro Alpine Crossing: Premium Guided Hike,https://www.getyourguide.com/en-gb/waimarino-l110287/tongariro-alpine-crossing-premium-guided-trek-t262027/
112186,Glenorchy: Dart River Wilderness Jet Boat Experience,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-dart-river-wilderness-jet-boat-experience-t112186/
352691,Fox Glacier: Franz Josef: Twin Fox & Franz Josef Glaciers Helicopter Trip,https://www.getyourguide.com/en-gb/fox-glacier-l45011/franz-josef-twin-fox-franz-josef-glaciers-helicopter-trip-t352691/
214542,Wanaka: 4-Hour Intermediate Waterfall Cable Climb,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-4-hour-intermediate-waterfall-climbing-adventure-t214542/
131028,From Auckland: Hobbiton & Waitomo Caves Full-Day Trip,https://www.getyourguide.com/en-gb/matamata-l90765/hobbiton-waitomo-glow-worm-caves-return-tour-from-auckland-t131028/
398558,Franz Josef Town: 3-Glacier Helicopter Ride with Landing,https://www.getyourguide.com/en-gb/franz-josef-town-l45694/franz-josef-town-3-glacier-helicopter-ride-with-landing-t398558/
610724,Queenstown: Queenstown to Tekapo Small Group Tour One Way,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-to-tekapo-small-group-tour-one-way-t610724/
118002,From Te Anau: Milford Sound Premium Bus Tour and Cruise,https://www.getyourguide.com/en-gb/te-anau-l937/from-te-anau-milford-sound-premium-bus-tour-and-cruise-t118002/
402411,Queenstown: Milford Sound Flight and Cruise,https://www.getyourguide.com/en-gb/southland-l1041/milford-sound-fly-cruise-fly-ex-queenstown-t402411/
626382,Queenstown: Tandem Paragliding Experience,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-tandem-paragliding-experience-t626382/
258412,Queenstown: Snowmobiling Experience with Helicopter Flight,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-snowmobiling-experience-with-helicopter-flight-t258412/
877204,Aoraki Mount Cook Village: Helicopter Flight with Alpine Landing,https://www.getyourguide.com/en-gb/aoraki-mount-cook-village-l126608/mount-cook-helicopter-flight-with-alpine-landing-t877204/
426415,Queenstown: 50-Minute Southern Glacier Helicopter Flight,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-50-minute-southern-glacier-helicopter-flight-t426415/
727217,Blenheim: Marlborough Half Day Wine Tour From Blenheim 1.30pm,https://www.getyourguide.com/en-gb/blenheim-l32273/marlborough-half-day-wine-tour-from-blenheim-130pm-t727217/
791969,Marahau: Abel Tasman Kayaks Kayak and Walk,https://www.getyourguide.com/en-gb/marahau-l142416/marahau-abel-tasman-kayaks-kayak-and-walk-t791969/
737608,Auckland: Full-Day Tour to the Bay of Islands,https://www.getyourguide.com/en-gb/auckland-l822/from-auckland-full-day-tour-to-the-bay-of-islands-t737608/
1004217,Picton: Motuara Island Sanctuary: Wildlife & Dolphin Watching Tour,https://www.getyourguide.com/en-gb/picton-l32311/motuara-island-sanctuary-wildlife-dolphin-watching-tour-t1004217/
615273,Glentanner: Aoraki/Mt Cook & The Glaciers 55 Minute Flight,https://www.getyourguide.com/en-gb/fox-glacier-l45011/mount-cook-aorakimt-cook-the-glaciers-55-minute-flight-t615273/
180029,Akaroa: Akaroa Harbour 2-Hour Dolphin Nature Cruise,https://www.getyourguide.com/en-gb/akaroa-l2149/akaroa-harbour-2-hour-dolphin-nature-cruise-t180029/
101004,Auckland: Hobbiton Movie Set & Rotorua Premium Day Tour from Auckland,https://www.getyourguide.com/en-gb/auckland-l822/hobbiton-movie-set-rotorua-premium-day-tour-from-auckland-t101004/
25304,Queenstown: Milford Sound Flight and Nature Cruise,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-milford-sound-flight-and-nature-cruise-t25304/
840117,Milford Sound: Nature Cruise & Milford Track Walk,https://www.getyourguide.com/en-gb/fiordland-l32367/milford-sound-nature-cruise-milford-track-walk-t840117/
189456,Queenstown: Pilot's Choice Helicopter Tour & Alpine Landing,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-pilot-s-choice-helicopter-tour-alpine-landing-t189456/
148325,Wanaka: Mou Waho Island: 3-Hour Cruise and Guided Nature Walk,https://www.getyourguide.com/en-gb/wanaka-l946/mou-waho-island-3-hour-cruise-and-guided-nature-walk-t148325/
626380,Overnight Cruise with Water Activities,https://www.getyourguide.com/en-gb/milford-sound-l4468/milford-sound-overnight-cruise-with-water-activities-t626380/
669406,Te Anau: Milford Sound Glacier Flight & Scenic Nature Cruise,https://www.getyourguide.com/en-gb/wanaka-l946/wanaka-milford-sound-glacier-flight-scenic-nature-cruise-t669406/
658248,"From Queenstown: Milford Sound Coach, Cruise, Scenic Flight",https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-milford-sound-coach-cruise-scenic-flight-t658248/
168227,Te Anau: 3-Hour Boat Cruise with Guided Walk,https://www.getyourguide.com/en-gb/te-anau-l937/lake-te-anau-3-hour-boat-cruise-with-guided-walk-t168227/
1081685,Official tour: From Queenstown: Milford Sound Business Class with Cruise,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-milford-sound-business-class-with-cruise-t1081685/
403135,Queenstown: Tasman Glacier Helihike with Flight Transfers,https://www.getyourguide.com/en-gb/queenstown-l498/tasman-glacier-mt-cook-heli-hike-ex-queenstown-t403135/
65779,Queenstown: Milford Sound Flight and Cruise with Lunch,https://www.getyourguide.com/en-gb/queenstown-l498/from-queenstown-milford-sound-flight-and-cruise-with-lunch-t65779/
320753,"Auckland: Two-Day Hobbiton, Rotorua, Waitomo Caves Tour",https://www.getyourguide.com/en-gb/matamata-l90765/from-auckland-two-day-hobbiton-rotorua-waitomo-caves-tour-t320753/
109054,Milford Track: Full Day Guided Hike and Nature Cruise,https://www.getyourguide.com/en-gb/milford-sound-l4468/milford-sound-milford-track-guided-walk-and-boat-cruise-t109054/
171405,Queenstown: Full-Day 4WD Lord of Rings Tour with Lunch,https://www.getyourguide.com/en-gb/queenstown-l498/queenstown-4wd-lord-of-rings-tour-with-lunch-full-day-t171405/
392003,West Coast: Eco River Safari in UNESCO World Heritage Area,https://www.getyourguide.com/en-gb/mount-aspiring-national-park-l96136/west-coast-new-zealand-eco-river-safari-with-epic-scenery-t392003/
27837,Queenstown: Milford Sound Extended Helicopter Flight & 3 Landings,https://www.getyourguide.com/en-gb/queenstown-l498/milford-sound-extended-scenic-heli-flight-from-queenstown-t27837/
414673,"Centre Hill, New Zealand: From Queenstown: Milford Sound Day Trip with Cruise & Flight",https://www.getyourguide.com/en-gb/southland-l1041/from-queenstown-milford-sound-day-trip-with-cruise-flight-t414673/
189387,Queenstown: 1.5-Hour Helicopter Tour with Two Landings,https://www.getyourguide.com/en-gb/queenstown-l498/15-hour-helicopter-tour-to-milford-sound-t189387/
